 tile,        year,         CAI,         LAI,   treecover,  grasscover,         GPP,       Rauto,          Rh,      burned,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,         NSC,       SeedC,       leafC,       rootC,         swC,         hwC,         NSN,       SeedN,       leafN,       rootN,         swN,         hwN,       fineL,      strucL,       McrbC,     fastSOC,     slowSOC,       fineN,      strucN,       McrbN,     fastSON,     slowSON,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,
    1,  100,      0.1199,      0.3771,      0.1199,      0.0000,      0.2851,      0.1349,      0.0841,      0.0000,   3231.4004,   1178.8606,     77.4019,    445.8705,   2697.8464,      5.4921,      1.9220,     38.8528,    991.9029,      0.6433,      0.4248,      0.0302,      0.0164,      3.8798,      0.4977,      3.8654,     21.2415,      0.8295,      0.4091,     11.0850,      1.4221,      0.0282,      0.0369,      0.0000,      0.0170,      1.8398,      0.8458,      0.6152,      0.0026,      0.5123,     44.8784,    945.0485,      0.0000,      1.6783,      2.1674,      0.8466,      0.0000,
    1,  101,      0.1215,      0.3822,      0.1215,      0.0000,      0.2957,      0.1363,      0.0820,      0.0000,   2369.8508,   1181.2000,     78.5476,    457.8435,   1831.0837,      5.6183,      1.8729,     39.6954,    991.0867,      0.6586,      0.4345,      0.0306,      0.0166,      3.9668,      0.5111,      3.9184,     21.7274,      0.8409,      0.4147,     11.3336,      1.4604,      0.0286,      0.0374,      0.0000,      0.0173,      1.7895,      0.8575,      0.6240,      0.0026,      0.5226,     43.5857,    945.4944,      0.0000,      1.6985,      2.1146,      0.8559,      0.0000,
    1,  102,      0.1232,      0.3875,      0.1232,      0.0000,      0.3009,      0.1381,      0.0799,      0.0000,   3346.5820,   1155.0392,    105.1535,    408.7454,   2858.8000,      5.7475,      1.8262,     40.5551,    990.2489,      0.6745,      0.4444,      0.0310,      0.0168,      4.0556,      0.5252,      3.9721,     22.2224,      0.8524,      0.4204,     11.5873,      1.5005,      0.0290,      0.0380,      0.0000,      0.0176,      1.7416,      0.8693,      0.6328,      0.0026,      0.5310,     42.3543,    945.8589,      0.0000,      1.7273,      2.0648,      0.8676,      0.0000,
    1,  103,      0.1249,      0.3928,      0.1249,      0.0000,      0.2955,      0.1373,      0.0737,      0.0000,   1883.2000,   1167.0826,     78.2785,    434.4975,   1358.3394,      5.8719,      1.7861,     41.4297,    989.3491,      0.6834,      0.4545,      0.0314,      0.0170,      4.1466,      0.5390,      4.0264,     22.7257,      0.8641,      0.4261,     11.8474,      1.5400,      0.0294,      0.0385,      0.0000,      0.0190,      1.6992,      0.8812,      0.6417,      0.0026,      0.5726,     41.2584,    945.9927,      0.0000,      1.7540,      1.9069,      0.8795,      0.0000,
    1,  104,      0.1265,      0.3981,      0.1265,      0.0000,      0.2965,      0.1404,      0.0758,      0.0000,   2145.8406,   1167.5925,     80.0615,    467.6479,   1597.5734,      5.9934,      1.7443,     42.3146,    988.4537,      0.6878,      0.4647,      0.0318,      0.0173,      4.2389,      0.5528,      4.0809,     23.2354,      0.8758,      0.4319,     12.1111,      1.5795,      0.0298,      0.0390,      0.0000,      0.0191,      1.6563,      0.8932,      0.6506,      0.0025,      0.5748,     40.1530,    946.1796,      0.0000,      1.7765,      1.9654,      0.8915,      0.0000,
    1,  105,      0.1282,      0.4034,      0.1282,      0.0000,      0.3015,      0.1416,      0.0742,      0.0000,   2169.0203,   1162.1450,     71.0682,    393.0385,   1710.3220,      6.1183,      1.7043,     43.2050,    987.5354,      0.6953,      0.4750,      0.0323,      0.0175,      4.3317,      0.5666,      4.1351,     23.7497,      0.8874,      0.4376,     12.3763,      1.6189,      0.0302,      0.0396,      0.0000,      0.0195,      1.6150,      0.9054,      0.6597,      0.0025,      0.5869,     39.0885,    946.2925,      0.0000,      1.7940,      1.9241,      0.9036,      0.0000,
    1,  106,      0.1299,      0.4087,      0.1299,      0.0000,      0.3080,      0.1441,      0.0732,      0.0000,   1942.6100,   1170.2877,    102.6410,    362.9760,   1468.7924,      6.2467,      1.6666,     44.1140,    986.5851,      0.7033,      0.4855,      0.0327,      0.0177,      4.4262,      0.5812,      4.1902,     24.2742,      0.8992,      0.4435,     12.6464,      1.6605,      0.0306,      0.0401,      0.0000,      0.0198,      1.5760,      0.9175,      0.6688,      0.0025,      0.5976,     38.0600,    946.3387,      0.0000,      1.8271,      1.9017,      0.9181,      0.0000,
    1,  107,      0.1316,      0.4140,      0.1316,      0.0000,      0.2949,      0.1440,      0.0716,      0.0000,   2036.0402,   1179.5012,     91.5959,    370.3892,   1564.7910,      6.3614,      1.6310,     45.0200,    985.6382,      0.6986,      0.4960,      0.0331,      0.0180,      4.5195,      0.5961,      4.2443,     24.7994,      0.9109,      0.4492,     12.9130,      1.7032,      0.0310,      0.0407,      0.0000,      0.0202,      1.5390,      0.9297,      0.6780,      0.0025,      0.6099,     37.0793,    946.3388,      0.0000,      1.8338,      1.8605,      0.9278,      0.0000,
    1,  108,      0.1333,      0.4193,      0.1333,      0.0000,      0.3240,      0.1460,      0.0711,      0.0000,   3175.3411,   1172.3345,     84.0929,    486.0499,   2612.3115,      6.5030,      1.5962,     45.9375,    984.6674,      0.7192,      0.5066,      0.0335,      0.0182,      4.6144,      0.6110,      4.2987,     25.3316,      0.9225,      0.4550,     13.1840,      1.7457,      0.0314,      0.0412,      0.0000,      0.0205,      1.5030,      0.9419,      0.6871,      0.0024,      0.6170,     36.1249,    946.2940,      0.0000,      1.8573,      1.8493,      0.9397,      0.0000,
    1,  109,      0.1350,      0.4247,      0.1350,      0.0000,      0.3227,      0.1494,      0.0717,      0.0000,   2481.2307,   1171.6411,     84.6492,    430.8522,   1966.3682,      6.6395,      1.5611,     46.8727,    983.6830,      0.7320,      0.5175,      0.0340,      0.0184,      4.7117,      0.6260,      4.3539,     25.8732,      0.9344,      0.4608,     13.4619,      1.7885,      0.0318,      0.0418,      0.0000,      0.0204,      1.4671,      0.9541,      0.6963,      0.0024,      0.6143,     35.1749,    946.2411,      0.0000,      1.8869,      1.8646,      0.9518,      0.0000,
    1,  110,      0.1367,      0.4301,      0.1367,      0.0000,      0.3280,      0.1524,      0.0714,      0.0000,   3094.2708,   1176.3801,     98.7100,    403.7019,   2587.0583,      6.7779,      1.5267,     47.8244,    982.6724,      0.7443,      0.5285,      0.0344,      0.0187,      4.8108,      0.6413,      4.4096,     26.4243,      0.9463,      0.4667,     13.7452,      1.8322,      0.0323,      0.0423,      0.0000,      0.0204,      1.4318,      0.9664,      0.7056,      0.0024,      0.6139,     34.2413,    946.1428,      0.0000,      1.9184,      1.8583,      0.9666,      0.0000,
    1,  111,      0.1385,      0.4356,      0.1385,      0.0000,      0.3368,      0.1537,      0.0694,      0.0000,   2824.8406,   1167.5659,     91.8173,    523.0900,   2218.6836,      6.9237,      1.4946,     48.7899,    981.6490,      0.7617,      0.5397,      0.0349,      0.0189,      4.9115,      0.6570,      4.4659,     26.9830,      0.9584,      0.4726,     14.0329,      1.8772,      0.0327,      0.0429,      0.0000,      0.0208,      1.3982,      0.9787,      0.7148,      0.0023,      0.6276,     33.3539,    945.9716,      0.0000,      1.9418,      1.8057,      0.9763,      0.0000,
    1,  112,      0.1402,      0.4412,      0.1402,      0.0000,      0.3295,      0.1564,      0.0695,      0.0000,   2307.3301,   1174.7825,     94.2358,    418.8131,   1786.9962,      7.0581,      1.4627,     49.7696,    980.6279,      0.7658,      0.5510,      0.0353,      0.0191,      5.0139,      0.6730,      4.5226,     27.5496,      0.9706,      0.4786,     14.3253,      1.9229,      0.0331,      0.0434,      0.0000,      0.0210,      1.3652,      0.9912,      0.7242,      0.0023,      0.6315,     32.5016,    945.7772,      0.0000,      1.9684,      1.8111,      0.9888,      0.0000,
    1,  113,      0.1420,      0.4467,      0.1420,      0.0000,      0.3383,      0.1564,      0.0665,      0.0000,   2564.7297,   1176.5364,     88.6049,    453.5939,   2020.7072,      7.2010,      1.4344,     50.7589,    979.6217,      0.7771,      0.5624,      0.0357,      0.0194,      5.1170,      0.6893,      4.5793,     28.1226,      0.9827,      0.4847,     14.6200,      1.9695,      0.0335,      0.0440,      0.0000,      0.0217,      1.3351,      1.0038,      0.7336,      0.0023,      0.6547,     31.7283,    945.4990,      0.0000,      1.9907,      1.7352,      1.0013,      0.0000,
    1,  114,      0.1438,      0.4522,      0.1438,      0.0000,      0.3340,      0.1620,      0.0708,      0.0000,   3036.4404,   1165.4412,    108.0413,    495.6726,   2443.7515,      7.3334,      1.4031,     51.7581,    978.5881,      0.7768,      0.5740,      0.0362,      0.0196,      5.2208,      0.7061,      4.6362,     28.7025,      0.9949,      0.4907,     14.9165,      2.0173,      0.0339,      0.0446,      0.0000,      0.0210,      1.3035,      1.0165,      0.7431,      0.0023,      0.6328,     30.8968,    945.2966,      0.0000,      2.0159,      1.8470,      1.0167,      0.0000,
    1,  115,      0.1455,      0.4577,      0.1455,      0.0000,      0.3394,      0.1654,      0.0720,      0.0000,   1749.1709,   1161.9541,    100.9583,    387.7491,   1263.8724,      7.4678,      1.3707,     52.7578,    977.5685,      0.7786,      0.5857,      0.0366,      0.0199,      5.3241,      0.7230,      4.6924,     29.2845,      1.0070,      0.4966,     15.2116,      2.0656,      0.0343,      0.0452,      0.0000,      0.0202,      1.2710,      1.0292,      0.7526,      0.0022,      0.6093,     30.0451,    945.1302,      0.0000,      2.0262,      1.8755,      1.0265,      0.0000,
    1,  116,      0.1472,      0.4632,      0.1472,      0.0000,      0.3594,      0.1670,      0.0701,      0.0000,   2612.2800,   1182.4200,    100.8489,    475.4929,   2015.3914,      7.6202,      1.3406,     53.7667,    976.5310,      0.7972,      0.5974,      0.0371,      0.0201,      5.4282,      0.7401,      4.7486,     29.8727,      1.0191,      0.5026,     15.5092,      2.1146,      0.0348,      0.0457,      0.0000,      0.0204,      1.2396,      1.0418,      0.7622,      0.0022,      0.6158,     29.2363,    944.8729,      0.0000,      2.0478,      1.8243,      1.0389,      0.0000,
    1,  117,      0.1490,      0.4688,      0.1490,      0.0000,      0.3475,      0.1664,      0.0662,      0.0000,   3867.5706,   1182.7112,     90.4977,    515.8912,   3260.8115,      7.7608,      1.3147,     54.7922,    975.4896,      0.8016,      0.6094,      0.0375,      0.0203,      5.5350,      0.7569,      4.8055,     30.4699,      1.0313,      0.5086,     15.8144,      2.1625,      0.0352,      0.0463,      0.0000,      0.0216,      1.2116,      1.0544,      0.7717,      0.0022,      0.6504,     28.5049,    944.5060,      0.0000,      2.0768,      1.7262,      1.0514,      0.0000,
    1,  118,      0.1508,      0.4743,      0.1508,      0.0000,      0.3587,      0.1692,      0.0673,      0.0000,   2528.7012,   1182.7191,     80.7802,    411.1914,   2036.6339,      7.9089,      1.2882,     55.8305,    974.4199,      0.8118,      0.6215,      0.0379,      0.0206,      5.6430,      0.7740,      4.8626,     31.0753,      1.0435,      0.5146,     16.1229,      2.2115,      0.0356,      0.0469,      0.0000,      0.0217,      1.1840,      1.0671,      0.7813,      0.0022,      0.6544,     27.7843,    944.1305,      0.0000,      2.1052,      1.7580,      1.0669,      0.0000,
    1,  119,      0.1525,      0.4799,      0.1525,      0.0000,      0.3519,      0.1716,      0.0677,      0.0000,   2236.8208,   1182.7201,     80.9477,    422.7440,   1733.0352,      8.0476,      1.2616,     56.8735,    973.3387,      0.8121,      0.6337,      0.0384,      0.0208,      5.7557,      0.7869,      4.9195,     31.6845,      1.0557,      0.5207,     16.4450,      2.2482,      0.0360,      0.0475,      0.0000,      0.0216,      1.1565,      1.0798,      0.7909,      0.0021,      0.6513,     27.0685,    943.7460,      0.0000,      2.1197,      1.7675,      1.0766,      0.0000,
    1,  120,      0.1543,      0.4854,      0.1543,      0.0000,      0.3648,      0.1725,      0.0660,      0.0000,   2116.9409,   1168.3723,     90.0291,    454.5955,   1586.5754,      8.1976,      1.2370,     57.9248,    972.2598,      0.8227,      0.6460,      0.0388,      0.0211,      5.8707,      0.7984,      4.9763,     32.2993,      1.0679,      0.5267,     16.7734,      2.2811,      0.0365,      0.0480,      0.0000,      0.0221,      1.1304,      1.0925,      0.8006,      0.0021,      0.6663,     26.3874,    943.3109,      0.0000,      2.1405,      1.7241,      1.0892,      0.0000,
    1,  121,      0.1561,      0.4910,      0.1561,      0.0000,      0.3686,      0.1724,      0.0637,      0.0000,   2915.1311,   1175.0092,     99.4216,    437.3917,   2371.5945,      8.3512,      1.2160,     58.9854,    971.1848,      0.8355,      0.6584,      0.0393,      0.0213,      5.9859,      0.8107,      5.0332,     32.9203,      1.0801,      0.5327,     17.1026,      2.3164,      0.0369,      0.0486,      0.0000,      0.0231,      1.1074,      1.1052,      0.8102,      0.0021,      0.6954,     25.7571,    942.8147,      0.0000,      2.1625,      1.6687,      1.1018,      0.0000,
    1,  122,      0.1579,      0.4966,      0.1579,      0.0000,      0.3764,      0.1741,      0.0627,      0.0000,   2724.5117,   1172.7617,    103.3753,    392.6853,   2230.6033,      8.5103,      1.1966,     60.0683,    970.1096,      0.8506,      0.6711,      0.0397,      0.0216,      6.0981,      0.8292,      5.0910,     33.5535,      1.0925,      0.5388,     17.4233,      2.3691,      0.0373,      0.0492,      0.0000,      0.0240,      1.0861,      1.1180,      0.8199,      0.0021,      0.7222,     25.1725,    942.2748,      0.0000,      2.2002,      1.6450,      1.1175,      0.0000,
    1,  123,      0.1597,      0.5023,      0.1597,      0.0000,      0.3679,      0.1738,      0.0610,      0.0000,   2318.5210,   1176.0948,     83.6371,    451.3808,   1780.0753,      8.6605,      1.1790,     61.1581,    969.0435,      0.8559,      0.6838,      0.0402,      0.0218,      6.2115,      0.8474,      5.1488,     34.1912,      1.1050,      0.5449,     17.7471,      2.4210,      0.0377,      0.0498,      0.0000,      0.0250,      1.0665,      1.1308,      0.8296,      0.0022,      0.7527,     24.6411,    941.6871,      0.0000,      2.2170,      1.6057,      1.1272,      0.0000,
    1,  124,      0.1615,      0.5079,      0.1615,      0.0000,      0.3764,      0.1746,      0.0604,      0.0000,   2533.1899,   1176.0406,     90.1942,    403.9927,   2038.9561,      8.8181,      1.1625,     62.2580,    967.9718,      0.8672,      0.6967,      0.0406,      0.0220,      6.3254,      0.8661,      5.2067,     34.8356,      1.1174,      0.5511,     18.0726,      2.4747,      0.0382,      0.0504,      0.0000,      0.0258,      1.0481,      1.1437,      0.8393,      0.0022,      0.7776,     24.1402,    941.0688,      0.0000,      2.2398,      1.5912,      1.1400,      0.0000,
    1,  125,      0.1633,      0.5136,      0.1633,      0.0000,      0.3807,      0.1798,      0.0634,      0.0000,   2899.8003,   1176.7056,     98.3105,    414.4685,   2386.2500,      8.9745,      1.1432,     63.3715,    966.8652,      0.8753,      0.7097,      0.0411,      0.0223,      6.4408,      0.8852,      5.2649,     35.4879,      1.1299,      0.5572,     18.4024,      2.5293,      0.0386,      0.0509,      0.0000,      0.0252,      1.0284,      1.1566,      0.8491,      0.0022,      0.7597,     23.6109,    940.4867,      0.0000,      2.2664,      1.6725,      1.1528,      0.0000,
    1,  126,      0.1651,      0.5193,      0.1651,      0.0000,      0.4045,      0.1831,      0.0631,      0.0000,   1920.1609,   1168.6188,    122.4785,    420.7492,   1384.9083,      9.1510,      1.1248,     64.5058,    965.7351,      0.9004,      0.7230,      0.0415,      0.0225,      6.5672,      0.8963,      5.3239,     36.1518,      1.1425,      0.5635,     18.7635,      2.5607,      0.0390,      0.0515,      0.0000,      0.0250,      1.0091,      1.1696,      0.8589,      0.0021,      0.7547,     23.0934,    939.8563,      0.0000,      2.3031,      1.6614,      1.1689,      0.0000,
    1,  127,      0.1669,      0.5251,      0.1669,      0.0000,      0.3858,      0.1864,      0.0635,      0.0000,   2480.0601,   1176.0000,    104.7337,    425.9355,   1941.8953,      9.3047,      1.1064,     65.6547,    964.5751,      0.9005,      0.7365,      0.0420,      0.0228,      6.6941,      0.9089,      5.3834,     36.8234,      1.1553,      0.5698,     19.1260,      2.5969,      0.0395,      0.0521,      0.0000,      0.0247,      0.9900,      1.1827,      0.8687,      0.0021,      0.7455,     22.5768,    939.1992,      0.0000,      2.3276,      1.6720,      1.1787,      0.0000,
    1,  128,      0.1688,      0.5309,      0.1688,      0.0000,      0.4110,      0.1893,      0.0633,      0.0000,   4026.1003,   1181.6637,    107.1399,    468.5387,   3444.6409,      9.4801,      1.0889,     66.8147,    963.4166,      0.9207,      0.7500,      0.0425,      0.0230,      6.8170,      0.9269,      5.4430,     37.5020,      1.1681,      0.5761,     19.4773,      2.6482,      0.0399,      0.0527,      0.0000,      0.0249,      0.9713,      1.1959,      0.8786,      0.0021,      0.7506,     22.0657,    938.5237,      0.0000,      2.3520,      1.6627,      1.1919,      0.0000,
    1,  129,      0.1706,      0.5368,      0.1706,      0.0000,      0.3987,      0.1907,      0.0622,      0.0000,   3239.9001,   1177.9204,     98.1387,    442.8118,   2702.5723,      9.6413,      1.0728,     67.9910,    962.2618,      0.9242,      0.7638,      0.0429,      0.0233,      6.9421,      0.9450,      5.5032,     38.1898,      1.1810,      0.5824,     19.8346,      2.7000,      0.0403,      0.0533,      0.0000,      0.0253,      0.9538,      1.2092,      0.8886,      0.0021,      0.7633,     21.5957,    937.8030,      0.0000,      2.3815,      1.6367,      1.2051,      0.0000,
    1,  130,      0.1725,      0.5427,      0.1725,      0.0000,      0.4101,      0.1930,      0.0624,      0.0000,   3387.5310,   1175.6608,    107.4146,    393.6875,   2888.5618,      9.8111,      1.0576,     69.1789,    961.0821,      0.9349,      0.7777,      0.0434,      0.0236,      7.0673,      0.9642,      5.5635,     38.8854,      1.1939,      0.5888,     20.1923,      2.7549,      0.0408,      0.0539,      0.0000,      0.0256,      0.9372,      1.2227,      0.8986,      0.0021,      0.7712,     21.1427,    937.0448,      0.0000,      2.4098,      1.6432,      1.2218,      0.0000,
    1,  131,      0.1744,      0.5486,      0.1744,      0.0000,      0.4098,      0.1951,      0.0626,      0.0000,   2346.5408,   1168.6322,    105.3171,    418.1181,   1830.0044,      9.9782,      1.0423,     70.3749,    959.8914,      0.9418,      0.7917,      0.0439,      0.0238,      7.1924,      0.9846,      5.6237,     39.5864,      1.2069,      0.5952,     20.5497,      2.8130,      0.0412,      0.0545,      0.0000,      0.0256,      0.9209,      1.2361,      0.9087,      0.0021,      0.7720,     20.6974,    936.2752,      0.0000,      2.4277,      1.6500,      1.2318,      0.0000,
    1,  132,      0.1762,      0.5544,      0.1762,      0.0000,      0.4183,      0.1974,      0.0627,      0.0000,   2498.7805,   1169.6118,    105.9772,    401.8293,   1989.8665,     10.1512,      1.0273,     71.5788,    958.6882,      0.9538,      0.8058,      0.0444,      0.0241,      7.3255,      0.9977,      5.6838,     40.2930,      1.2198,      0.6016,     20.9300,      2.8505,      0.0417,      0.0551,      0.0000,      0.0257,      0.9048,      1.2495,      0.9188,      0.0021,      0.7739,     20.2602,    935.4838,      0.0000,      2.4490,      1.6517,      1.2451,      0.0000,
    1,  133,      0.1781,      0.5604,      0.1781,      0.0000,      0.4283,      0.2012,      0.0634,      0.0000,   2021.6505,   1166.9622,    118.8450,    421.0912,   1484.2300,     10.3298,      1.0123,     72.8011,    957.4614,      0.9684,      0.8202,      0.0448,      0.0243,      7.4593,      1.0128,      5.7446,     41.0097,      1.2328,      0.6080,     21.3122,      2.8938,      0.0421,      0.0557,      0.0000,      0.0254,      0.8890,      1.2630,      0.9290,      0.0020,      0.7656,     19.8245,    934.6772,      0.0000,      2.4809,      1.6710,      1.2584,      0.0000,
    1,  134,      0.1800,      0.5663,      0.1800,      0.0000,      0.4289,      0.2040,      0.0629,      0.0000,   3231.4004,   1178.7544,    116.4810,    424.1348,   2678.8501,     10.5050,      0.9985,     74.0392,    956.2284,      0.9774,      0.8347,      0.0453,      0.0246,      7.5915,      1.0315,      5.8058,     41.7360,      1.2459,      0.6145,     21.6899,      2.9472,      0.0426,      0.0564,      0.0000,      0.0257,      0.8738,      1.2765,      0.9392,      0.0020,      0.7751,     19.4017,    933.8339,      0.0000,      2.5136,      1.6548,      1.2754,      0.0000,
    1,  135,      0.1819,      0.5723,      0.1819,      0.0000,      0.4435,      0.2055,      0.0623,      0.0000,   2369.8508,   1181.2220,    117.8306,    436.8627,   1812.5480,     10.6931,      0.9856,     75.2898,    954.9865,      0.9975,      0.8494,      0.0458,      0.0248,      7.7266,      1.0490,      5.8672,     42.4694,      1.2591,      0.6210,     22.0761,      2.9970,      0.0430,      0.0570,      0.0000,      0.0262,      0.8594,      1.2901,      0.9494,      0.0020,      0.7881,     19.0026,    932.9542,      0.0000,      2.5359,      1.6395,      1.2854,      0.0000,
    1,  136,      0.1839,      0.5784,      0.1839,      0.0000,      0.4498,      0.2075,      0.0619,      0.0000,   3346.5820,   1147.8713,    157.1979,    393.0382,   2829.5471,     10.8852,      0.9735,     76.5616,    953.7274,      1.0182,      0.8643,      0.0463,      0.0251,      7.8604,      1.0709,      5.9294,     43.2140,      1.2725,      0.6275,     22.4584,      3.0598,      0.0435,      0.0576,      0.0000,      0.0265,      0.8459,      1.3038,      0.9597,      0.0020,      0.7984,     18.6365,    932.0269,      0.0000,      2.5710,      1.6321,      1.2990,      0.0000,
    1,  137,      0.1858,      0.5845,      0.1858,      0.0000,      0.4404,      0.2056,      0.0582,      0.0000,   1883.2000,   1165.1969,    116.6979,    409.3360,   1339.6871,     11.0691,      0.9659,     77.8515,    952.4662,      1.0279,      0.8794,      0.0468,      0.0254,      7.9986,      1.0911,      5.9923,     43.9686,      1.2860,      0.6342,     22.8531,      3.1175,      0.0440,      0.0582,      0.0000,      0.0285,      0.8352,      1.3177,      0.9700,      0.0021,      0.8583,     18.3257,    930.9924,      0.0000,      2.6027,      1.5397,      1.3128,      0.0000,
    1,  138,      0.1878,      0.5907,      0.1878,      0.0000,      0.4406,      0.2097,      0.0611,      0.0000,   2145.8406,   1166.2632,    119.0171,    442.2474,   1583.3499,     11.2485,      0.9558,     79.1531,    951.1829,      1.0316,      0.8946,      0.0473,      0.0256,      8.1367,      1.1127,      6.0553,     44.7307,      1.2995,      0.6409,     23.2477,      3.1792,      0.0444,      0.0588,      0.0000,      0.0285,      0.8240,      1.3316,      0.9805,      0.0021,      0.8589,     18.0022,    930.0076,      0.0000,      2.6283,      1.6195,      1.3267,      0.0000,
    1,  139,      0.1897,      0.5968,      0.1897,      0.0000,      0.4467,      0.2107,      0.0605,      0.0000,   2169.0203,   1159.2921,    105.3134,    376.6046,   1693.9242,     11.4326,      0.9467,     80.4592,    949.9003,      1.0397,      0.9099,      0.0477,      0.0259,      8.2758,      1.1335,      6.1179,     45.4972,      1.3129,      0.6475,     23.6452,      3.2386,      0.0449,      0.0595,      0.0000,      0.0290,      0.8133,      1.3456,      0.9909,      0.0021,      0.8744,     17.6957,    928.9916,      0.0000,      2.6467,      1.6028,      1.3406,      0.0000,
    1,  140,      0.1917,      0.6030,      0.1917,      0.0000,      0.4551,      0.2138,      0.0606,      0.0000,   1942.6100,   1167.8416,    151.6853,    349.7884,   1432.4147,     11.6216,      0.9383,     81.7891,    948.6049,      1.0490,      0.9255,      0.0482,      0.0262,      8.4149,      1.1577,      6.1813,     46.2767,      1.3265,      0.6542,     24.0427,      3.3076,      0.0454,      0.0601,      0.0000,      0.0295,      0.8034,      1.3597,      1.0015,      0.0021,      0.8876,     17.3987,    927.9553,      0.0000,      2.6881,      1.6083,      1.3582,      0.0000,
    1,  141,      0.1936,      0.6091,      0.1936,      0.0000,      0.4344,      0.2132,      0.0602,      0.0000,   2036.0402,   1179.3278,    134.9730,    355.0869,   1534.3346,     11.7902,      0.9308,     83.1120,    947.2991,      1.0397,      0.9411,      0.0487,      0.0264,      8.5538,      1.1804,      6.2438,     47.0554,      1.3399,      0.6608,     24.4395,      3.3725,      0.0458,      0.0607,      0.0000,      0.0300,      0.7942,      1.3738,      1.0121,      0.0021,      0.9034,     17.1182,    926.8895,      0.0000,      2.6914,      1.5977,      1.3686,      0.0000,
    1,  142,      0.1956,      0.6152,      0.1956,      0.0000,      0.4761,      0.2155,      0.0606,      0.0000,   3175.3411,   1170.8770,    123.5774,    463.4546,   2596.5955,     11.9978,      0.9232,     84.4485,    945.9869,      1.0674,      0.9568,      0.0492,      0.0267,      8.6953,      1.2023,      6.3065,     47.8423,      1.3534,      0.6674,     24.8437,      3.4353,      0.0463,      0.0614,      0.0000,      0.0302,      0.7853,      1.3878,      1.0228,      0.0021,      0.9113,     16.8605,    925.8024,      0.0000,      2.7189,      1.6101,      1.3824,      0.0000,
    1,  143,      0.1975,      0.6214,      0.1975,      0.0000,      0.4727,      0.2200,      0.0617,      0.0000,   2481.2307,   1170.0913,    124.0438,    415.3065,   1942.5023,     12.1972,      0.9151,     85.8074,    944.6398,      1.0834,      0.9728,      0.0497,      0.0270,      8.8393,      1.2251,      6.3700,     48.6410,      1.3670,      0.6742,     25.2551,      3.5002,      0.0468,      0.0620,      0.0000,      0.0300,      0.7763,      1.4018,      1.0334,      0.0021,      0.9046,     16.5992,    924.6987,      0.0000,      2.7550,      1.6395,      1.3962,      0.0000,
    1,  144,      0.1995,      0.6276,      0.1995,      0.0000,      0.4792,      0.2238,      0.0621,      0.0000,   3094.2708,   1173.8665,    144.2651,    386.2265,   2559.8296,     12.3979,      0.9074,     87.1864,    943.2755,      1.0977,      0.9890,      0.0502,      0.0272,      8.9847,      1.2491,      6.4341,     49.4513,      1.3808,      0.6809,     25.6705,      3.5689,      0.0472,      0.0626,      0.0000,      0.0299,      0.7676,      1.4160,      1.0441,      0.0021,      0.9015,     16.3403,    923.5715,      0.0000,      2.7932,      1.6487,      1.4142,      0.0000,
    1,  145,      0.2015,      0.6339,      0.2015,      0.0000,      0.4908,      0.2250,      0.0611,      0.0000,   2824.8406,   1165.6121,    133.8136,    499.6821,   2199.4238,     12.6087,      0.9011,     88.5810,    941.8896,      1.1196,      1.0054,      0.0507,      0.0275,      9.1324,      1.2731,      6.4986,     50.2700,      1.3946,      0.6878,     26.0927,      3.6374,      0.0477,      0.0633,      0.0000,      0.0305,      0.7596,      1.4302,      1.0548,      0.0021,      0.9192,     16.0972,    922.3862,      0.0000,      2.8191,      1.6198,      1.4245,      0.0000,
    1,  146,      0.2035,      0.6403,      0.2035,      0.0000,      0.4789,      0.2283,      0.0620,      0.0000,   2307.3301,   1173.9399,    136.9765,    400.8936,   1760.9436,     12.8029,      0.8944,     89.9919,    940.4821,      1.1224,      1.0220,      0.0512,      0.0278,      9.2825,      1.2970,      6.5636,     51.0980,      1.4086,      0.6947,     26.5214,      3.7057,      0.0482,      0.0639,      0.0000,      0.0306,      0.7516,      1.4446,      1.0655,      0.0021,      0.9223,     15.8555,    921.1921,      0.0000,      2.8496,      1.6443,      1.4388,      0.0000,
    1,  147,      0.2055,      0.6466,      0.2055,      0.0000,      0.4903,      0.2276,      0.0602,      0.0000,   2564.7297,   1176.6543,    128.4551,    431.5118,   2001.8685,     13.0088,      0.8901,     91.4133,    939.0670,      1.1357,      1.0387,      0.0517,      0.0281,      9.4348,      1.3199,      6.6286,     51.9331,      1.4225,      0.7015,     26.9565,      3.7711,      0.0487,      0.0646,      0.0000,      0.0316,      0.7452,      1.4591,      1.0764,      0.0021,      0.9537,     15.6413,    919.9344,      0.0000,      2.8745,      1.6001,      1.4532,      0.0000,
    1,  148,      0.2076,      0.6529,      0.2076,      0.0000,      0.4828,      0.2351,      0.0645,      0.0000,   3036.4404,   1163.0405,    156.2116,    473.3017,   2420.3596,     13.1990,      0.8821,     92.8453,    937.6261,      1.1321,      1.0555,      0.0522,      0.0283,      9.5859,      1.3449,      6.6936,     52.7759,      1.4365,      0.7084,     27.3884,      3.8425,      0.0492,      0.0652,      0.0000,      0.0305,      0.7372,      1.4736,      1.0873,      0.0021,      0.9192,     15.4064,    918.7374,      0.0000,      2.9035,      1.7130,      1.4716,      0.0000,
